,Datetime,Tags,Like_Count,Location,User_Name,URL,Location_URL
423,2019년 12월 21일,"['#토요일', '#주말', '#카페', '#망원동', '#망리단길', '#맛집', '#망원정', '#밀크티', '#망원정밀크티', '#까눌레', '#치즈케이크', '#아아', '#자매데이트', '#일상', '#여유', '#cafe', '#mangwondong', '#mapo', '#milktea', '#americano', '#ice', '#teatime', '#date', '#saturday']",19,카페망원정,jineee1122,https://www.instagram.com/p/B6VEAIxACBS/,https://www.instagram.com/explore/locations/415553678980994/
424,2019년 12월 28일,"['#뉴욕스테이크', '#맨하탄스테이크', '#트라이앵글세트', '#이베리코스테이크', '#서교카페', '#치즈케이크', '#아아', '#얼죽아', '#아이스초코', '#부탄츄', '#라멘', '#생얼', '#데이트', '#럽스타그램']",26,홍대,pjh9838,https://www.instagram.com/p/B6nUqYwBcZh/,https://www.instagram.com/explore/locations/253762214/
425,2019년 12월 24일,"['#헬로멜로옐로', '#작은케익카페', '#부산대', '#부산대카페', '#디저트카페', '#부산카페', '#부산디저트카페', '#부산대디저트', '#치즈케이크', '#초코쿠키', '#부산쿠키세트', '#부산수제쿠키', '#부산케이크맛집', '#카페투어', '#부산예쁜카페', '#hellomellowyellow', '#부산주문케이크', '#다쿠아즈', '#프레첼머랭', '#몽블랑', '#딸기생크림']",46,헬로멜로옐로,helo_melo_yelo,https://www.instagram.com/p/B6cHVqpFCPx/,https://www.instagram.com/explore/locations/1014635982010742/
426,2019년 12월 30일,['#간식데이'],11,청춘정거장,young_station,https://www.instagram.com/p/B6ryxlVHhFl/,https://www.instagram.com/explore/locations/1972632909523507/
427,2019년 12월 24일,"['#치즈케이크', '#산타', '#크리스마스', '#christmas', '#daily', '#selfie', '#이태원', '#강남', '#followforfollowback', '#천안', '#아산', '#ootd', '#holiday', '#follow', '#얼스타', '#셀피그램', '#피자', '#전신샷', '#파스타', '#먹스타그램', '#sections', '#section', '#fff', '#flf']",34,행복한우리집,boriboribob402,https://www.instagram.com/p/B6c7coNFcYk/,https://www.instagram.com/explore/locations/199685323948661/
428,2019년 12월 25일,"['#대구맛집', '#범어동맛집', '#대구레스토랑', '#아트리움', '#스테이크', '#에스까르고', '#치즈케이크', '#크리스마스']",17,아트리움,_hxnsx_,https://www.instagram.com/p/B6fMVh9Hr8a/,https://www.instagram.com/explore/locations/264639005/
429,2019년 12월 21일,"['#레드벨벳케이크', '#케이크맛집', '#카페맛집', '#봉천동카페', '#봉천동케이크', '#봉천동빵집', '#서울대입구케이크맛집', '#서울대입구카페', '#서울대입구디저트', '#샤로수길맛집', '#샤로수길디저트', '#샤로수길카페', '#샤로수길케이크', '#뉴욕택시디저트', '#뉴욕디저트', '#낙성대디저트', '#낙성대카페', '#낙성대케이크', '#바나나푸딩', '#치즈케이크', '#초코케이크', '#크리스마스케이크예약']",34,샤로수길,newyork_taxi_dessert,https://www.instagram.com/p/B6Uyf9JFTRo/,https://www.instagram.com/explore/locations/1691560874439731/
430,2019년 12월 28일,"['#부산', '#동래', '#골드스푼', '#망년회', '#동래맛집', '#동래디저트추천', '#아메리카노', '#바닐라라떼', '#시즈널후르츠', '#와플맛집', '#치즈케이크', '#짱맛', '#좋아요', '#굿굿', '#동래디저트', '#맛스타그램', '#먹스타그램']",43,동래 4번출구,hayan1128,https://www.instagram.com/p/B6lIuwZAaP6/,https://www.instagram.com/explore/locations/264759303/4/
431,2019년 12월 26일,"['#한스오븐', '#마카롱', '#대전마카롱', '#신탄진마카롱', '#무색소마카롱', '#치즈케이크', '#대전맛집', '#한스오븐마카롱', '#macarons', '#디저트', '#dessert', '#케이크', '#커피', '#coffee', '#먹방', '#jmt', '#photography', '#일상']",20,한스오븐 HAN’s OVEN,hans_oven,https://www.instagram.com/p/B6hBqd1FHeO/,https://www.instagram.com/explore/locations/1873605409359877/hans-oven/
432,2019년 12월 29일,"['#외식', '#생신파티', '#비니비니', '#친정찬스', '#잘먹었습니다', '#생일축하합니다', '#요리', '#집밥', '#분식', '#가정식', '#김밥', '#어묵탕', '#떡볶이', '#돼지갈비', '#명륜진사갈비', '#투썸플레이스', '#치즈케이크', '#어머님생신', '#축하', '#파티', '#먹방', '#맛스타그램', '#먹스타그램', '#맛집스타그램', '#요리스타그램', '#생일스타그램', '#럽스타그램', '#행복스타그램', '#소소한일상', '#소소한행복']",49,투썸플레이스,sunny_kim0508,https://www.instagram.com/p/B6o07gdlWqu/,https://www.instagram.com/explore/locations/240425909457515/
433,2019년 12월 19일,"['#daily', '#데일리', '#먹스타그램', '#카페스타그램', '#치즈케이크', '#cheesecake', '#맞팔', '#감성사진', '#fff', '#f4f', '#팔로우', '#좋반', '#좋아요반사', '#좋테', '#첫줄반사', '#일상', '#첫줄', '#follow', '#like4likes', '#디저트', '#f4follow', '#오래도록예쁘다', '#언주역카페', '#역삼역카페', '#강남카페', '#햇살맛집', '#아메리카노', '#치즈', '#대학생', '#20']",153,오래도록 예쁘다,z_hyeok_2,https://www.instagram.com/p/B6PQuT1l2ml/,https://www.instagram.com/explore/locations/1147535892079483/
434,2019년 12월 29일,[],63,"Goodgoodweather,굿굿웨더",goodgoodweather,https://www.instagram.com/p/B6pUBv6JTWy/,https://www.instagram.com/explore/locations/394013594463125/goodgoodweather/
435,2019년 12월 22일,['#ONE울산'],66,Sentir Coffee,ouioneoff,https://www.instagram.com/p/B6XhzdSpn0z/,https://www.instagram.com/explore/locations/114467812462271/sentir-coffee/
436,2019년 12월 21일,"['#핸즈커피', '#동촌유원지', '#핸드드립', '#바닐라멜랑슈', '#치즈케이크', '#사진찍기', '#단지']",14,핸즈커피 동촌유원지점,22bunny22,https://www.instagram.com/p/B6U0NlSHDmu/,https://www.instagram.com/explore/locations/464324514392963/
437,2019년 12월 20일,"['#휴식', '#뒹굴뒹굴', '#치즈케이크', '#tiara', '#와인', '#테라', '#베이비스타', '#부산', '#광안리', '#4일']",12,"부산 광안리해수욕장 - 廣安里海水浴場 GwangalliBeach, Busan, South Korea",djluvdj,https://www.instagram.com/p/B6S3FPugsTw/,https://www.instagram.com/explore/locations/889874678/-gwangallibeach-busan-south-korea/
438,2019년 12월 29일,"['#travel', '#크리스마스파티', '#jejuisland', '#치즈케이크', '#2019', '#성산일출봉', '#travelphotography', '#일상', '#오오티디', '#seoultravel', '#셀스타그램', '#소통', '#일상', '#서울', '#데일리', '#holiday', '#좋아요', '#selfie', '#potd', '#ootd', '#서울', '#새별오름', '#여행', '#여행스타그램', '#겨울', '#팔로우', '#jeju', '#럽스타그램', '#제주도']",17,성산일출봉 城山日出峰 Seongsan Ilchulbong,yoovely__y,https://www.instagram.com/p/B6pQ5vvjLGy/,https://www.instagram.com/explore/locations/818665843/seongsan-ilchulbong/
439,2019년 12월 20일,"['#커피랭', '#문정역카페', '#문정카페', '#엠스테이트카페', '#엠스테이트', '#송파카페', '#아메리카노', '#치즈케이크', '#오레오케이크', '#아메리카노맛집', '#디저트', '#케이크']",12,커피랭,coffee_raeng,https://www.instagram.com/p/B6R3qGaATUA/,https://www.instagram.com/explore/locations/347998926154214/
440,2019년 12월 19일,['#스윗레시피'],529,스윗레시피,sweet_0310,https://www.instagram.com/p/B6PUhjWp28d/,https://www.instagram.com/explore/locations/1034279408/
441,2019년 12월 29일,"['#유부초밥들', '#수다타임', '#메트로놈커피', '#치즈케이크', '#나베식당', '#치즈돈까스', '#연남동카페', '#연남동맛집']",27,연남동 메트로놈커피,lalla_jy,https://www.instagram.com/p/B6qNfhnFQ6c/,https://www.instagram.com/explore/locations/853628158179494/
442,2019년 12월 24일,[],28,목화씨라운지 연남,nazerokim,https://www.instagram.com/p/B6dQVoOhhUJ/,https://www.instagram.com/explore/locations/308992823325151/
443,2019년 12월 28일,"['#치즈케이크', '#쿨치즈', '#보넷길추천카페', '#보넷길카페추천', '#보넷길커피', '#보넷길핫플', '#보넷길근처맛집', '#보넷길디저트', '#일산치즈케이크', '#치즈케이크추천', '#일산치즈케익', '#치즈케이크카페', '#실버라이닝커피로스터스']",5,Silverlining Coffee Roasters 실버라이닝 커피로스터스,silverlining_coffeeroasters,https://www.instagram.com/p/B6mkEEOpxHb/,https://www.instagram.com/explore/locations/526414777393866/silverlining-coffee-roasters/
444,2019년 12월 25일,"['#카페마토', '#cafemato']",62,카페 마토,cafe_mato,https://www.instagram.com/p/B6e7G25liwd/,https://www.instagram.com/explore/locations/192235888122072/
445,2019년 12월 26일,[],44,Dongdaemun District,qu_dable,https://www.instagram.com/p/B6hMpXUHBNI/,https://www.instagram.com/explore/locations/352390536/dongdaemun-district/
446,2019년 12월 26일,"['#말린다롤', '#녹아내려', '#디저트카페', '#말린다롤', '#시그니처', '#토마토바질치즈', '#요리', '#치즈케이크', '#토마토', '#디저트', '#각성', '#광알리', '#아이스크림', '#흑임자', '#고소한맛', '#nutty', '#휴무']",20,부산 광안리 해변,dallong_you,https://www.instagram.com/p/B6hrf_RlNTR/,https://www.instagram.com/explore/locations/580325434/
447,2019년 12월 23일,"['#abeki', '#cafe', '#cheesecake', '#coffee', '#coffeetime', '#카페', '#치즈케이크', '#커피', '#커피타임', '#후쿠오카카페']",20,Abeki,chirotomei,https://www.instagram.com/p/B6aeLNRpLfI/,https://www.instagram.com/explore/locations/1849071/abeki/
448,2019년 12월 20일,"['#cafe', '#cafecour', '#cheesecake', '#japan', '#치즈케이크', '#카페', '#l4l']",20,Cafe cour,greenapple798,https://www.instagram.com/p/B6RZW2Vnny6/,https://www.instagram.com/explore/locations/260847578017161/cafe-cour/
449,2019년 12월 29일,[],77,우리집,hyeni._.114,https://www.instagram.com/p/B6pu5YHlKtW/,https://www.instagram.com/explore/locations/2363908767184276/
450,2019년 12월 19일,"['#시로네', '#191218']",30,시로네,ming.__.s2,https://www.instagram.com/p/B6Qfyu6p4xE/,https://www.instagram.com/explore/locations/1943375582373757/
451,2019년 12월 27일,"['#일본', '#일본여행', '#일본카페', '#후쿠오카', '#후쿠오카여행', '#후쿠오카카페', '#japan', '#trip', '#Fukuoka', '#다자이후', '#다자이후카페', '#midle', '#치즈케이크', '#아메리카노', '#루이보스', '#chaen']",16,MIDLE.,ice__eun,https://www.instagram.com/p/B6jyeO2hwjM/,https://www.instagram.com/explore/locations/1440687442620476/midle/
452,2019년 12월 29일,"['#첫줄안녕', '#커피맛집', '#인테리어맛집', '#5L2F', '#감성저격', '#뜬구름카푸치노', '#치즈케이크', '#안녕제주', '#안녕육지사람', '#오늘의카페', '#오엘이에프', '#오엘이에프커피', '#오병이어의기적', '#뜬구름커피', '#제주카페투어', '#제주카페', '#함덕카페', '#와흘카페', '#조천카페', '#빈티지카페', '#엔틱카페', '#카페스타그램', '#커피그램', '#제주스타그램', '#제주살이', '#제주는언제나옳다', '#여행은언제나옳다', '#제주미투어', '#제주여행', '#제주관광버스투어']",80,오엘이에프커피,isawara_jeju,https://www.instagram.com/p/B6pO6MkFaEi/,https://www.instagram.com/explore/locations/411806389600245/
453,2019년 12월 20일,"['#결혼기념일', '#11주년결기', '#가족들과중식', '#샤우칭', '#샤우칭미사점', '#집에와서', '#치즈케이크', '#울집마스코트', '#닥스훈트', '#케이크추카추카', '#럽스타그램', '#맛집스타그랭', '#미사맛집']",16,샤우칭 (Xiau Ching),jiyoun3326,https://www.instagram.com/p/B6TAcduHnFQ/,https://www.instagram.com/explore/locations/1983015235123711/xiau-ching/
454,2019년 12월 26일,"['#서울당일치기여행', '#종로', '#첫번째', '#익선동', '#감꽃당', '#애플파이', '#타르트', '#치즈케이크', '#라떼', '#청화당', '#떡볶이', '#쫄면', '#모듬만두', '#콤콤오락실', '#돈잃고', '#얼음', '#다음은어디']",32,익선동 Ikseon-dong 益善洞,u_jjeong_eee,https://www.instagram.com/p/B6iPXULnV3l/,https://www.instagram.com/explore/locations/2218740288349834/ikseon-dong/
455,2019년 12월 24일,"['#메리크리스마스', '#merrychristmas', '#가족식사', '#집밥', '#홈베이킹', '#치즈케이크', '#홈파티', '#할일끝도없다']",11,Jeju-do,h.kyung_jeju,https://www.instagram.com/p/B6ca0OAgDP8/,https://www.instagram.com/explore/locations/572266130/jeju-do/
456,2019년 12월 21일,"['#cheesecake', '#wu', '#daily', '#coffee', '#cheesecake', '#coffeeandcake', '#pic', '#일상', '#커피그램', '#치즈케이크', '#홍대', '#홍대카페', '#커피랩']",45,커피랩 Coffee Lab Hong Dae,b_o_r_a_r_o_b,https://www.instagram.com/p/B6UopMzAQbC/,https://www.instagram.com/explore/locations/737110245/coffee-lab-hong-dae/
457,2019년 12월 27일,['#치즈케이크'],38,쇼코디저트,shoko_dessert,https://www.instagram.com/p/B6jr8Chp14i/,https://www.instagram.com/explore/locations/1572287052864045/
458,2019년 12월 30일,"['#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",18,세종시 새롬동,junghee0383,https://www.instagram.com/p/B6qSfJdlKXx/,https://www.instagram.com/explore/locations/1503173289705910/
459,2019년 12월 24일,"['#치즈룸', '#크리스마스이브', '#치즈룸', '#리코타치즈멜트앤비스크', '#트라플파케리파스타', '#산세바스찬치즈케이크']",973,Andaz Seoul Gangnam - 안다즈 서울 강남,matiere_0,https://www.instagram.com/p/B6bdJLunTBb/,https://www.instagram.com/explore/locations/421578965117914/andaz-seoul-gangnam-/
460,2019년 12월 22일,"['#브런치빈', '#24시카페', '#맛은반은성공', '#카페코히', '#레몬티', '#애플티', '#치즈케이크', '#청라맛집', '#청라커피맛집']",14,청라국제도시,nut0205,https://www.instagram.com/p/B6X4yuAlSCh/,https://www.instagram.com/explore/locations/314012854/
461,2019년 12월 24일,"['#방탄소년단', '#ARMY', '#dessert', '#구미', '#디저트', '#치즈케이크', '#카페', '#김태형', '#HAPPYVDAY', '#WinterBear']",8,Gumi,chel14.93,https://www.instagram.com/p/B6cKowSJW6w/,https://www.instagram.com/explore/locations/244424588/gumi/
462,2019년 12월 24일,"['#hermesxmascard', '#xmascake', '#cheesecake', '#tiramisu', '#sweets', '#tokyo', '#ginza', '#tokyuplaza', '#cake', '#hellobasq', '#도쿄', '#일본', '#일상스타그램', '#추천', '#케익', '#먹보', '#귀여워', '#긴자', '#메리크리스마스', '#치즈케이크']",43,東急プラザ銀座 - Tokyu Plaza Ginza,chikui3,https://www.instagram.com/p/B6dU4mxhaFy/,https://www.instagram.com/explore/locations/1209134882441458/-tokyu-plaza-ginza/
463,2019년 12월 20일,[],144,"Goodgoodweather,굿굿웨더",babe_vivi_,https://www.instagram.com/p/B6QpJd9H_t-/,https://www.instagram.com/explore/locations/394013594463125/goodgoodweather/
464,2019년 12월 26일,"['#시청', '#스케이트장', '#오랜만', '#을지로', '#카페', '#루이스의사물들', '#베트남연유커피', '#치즈케이크', '#존맛탱', '#너무', '#고마웠어', '#휴식이필요해', '#행복하자', '#아프지망고', '#daily', '#life', '#with', '#friend', '#selfie', '#self', '#99', '#21살']",62,시청 야외스케이트장,sujin1734,https://www.instagram.com/p/B6iUTFPl0NI/,https://www.instagram.com/explore/locations/749814965046684/
465,2019년 12월 23일,"['#자유인들', '#베이커리', '#치즈케잌', '#치즈케이크', '#제리케이크', '#홈쇼핑', '#쇼호스트', '#베이커리카페', '#디저트', '#쥐', '#톰과제리', '#먹방', '#리뷰', '#제품리뷰', '#상수', '#홍대', '#합정', '#망원동', '#연남동', '#상수카페', '#연남동카페', '#홍대카페', '#이쁜카페추천', '#홍대카페추천', '#서울카페추천', '#엔틱카페', '#카페투어', '#카페탐방', '#먹스타그램']",119,자유인들,the_best_hoo,https://www.instagram.com/p/B6aRkp4Hp10/,https://www.instagram.com/explore/locations/102331737004821/
466,2019년 12월 20일,"['#당보충', '#몽크', '#치즈케이크', '#supershakes', '#알카자쇼', '#귀걸이', '#카페', '#파타야', '#씨푸드', '#맥주', '#먹스타그램', '#여행에미치다', '#여행스타그램']",36,Terminal21 พัทยาเหนือ,soraasky,https://www.instagram.com/p/B6Sek8Ppt9S/,https://www.instagram.com/explore/locations/667761580269452/terminal21/
467,2019년 12월 22일,['#앙드뜨와레코즈'],130,카페 앙드뜨와,eatzzang,https://www.instagram.com/p/B6YFUG-FmQe/,https://www.instagram.com/explore/locations/1252962571552806/
468,2019년 12월 22일,"['#성수동라이프', '#건대역', '#건대역카페', '#어린이대공원', '#어린이대공원역카페', '#광진구카페', '#카페투어', '#도장깨기', '#카페인중독', '#직장인', '#퇴근후일상', '#사진정리중', '#해도해도', '#끝이없군', '#레이니레인', '#rainy', '#매력적인카페', '#한적했던', '#그어느날', '#치즈케이크', '#남치니', '#살찌우기프로젝트', '#언젠가는', '#성공하겠지', '#의지활활', '#쉬지않고먹이기', '#으쌰으쌰', '#화이팅입니다']",39,레이니레인,roooo_87,https://www.instagram.com/p/B6X-oU1lO8v/,https://www.instagram.com/explore/locations/1469162543227771/
469,2019년 12월 25일,"['#크리스마스', '#이브', '#평일외출', '#800일', '#데이트', '#곰신', '#23', '#라라코스트', '#빠네파스타', '#치즈케이크', '#카페', '#먹방', '#일상', '#좋아요', '#셀스타그램', '#검단', '#인천', '#동갑내기']",45,크리스마스고 나발이고,do0o__hi,https://www.instagram.com/p/B6fwp7-nTdK/,https://www.instagram.com/explore/locations/727076230703786/
470,2019년 12월 21일,"['#딸기와플', '#딸기', '#유달리', '#안산유달리', '#유달리안산점', '#카페유달리', '#안산맛집', '#고잔동맛집', '#와플맛집', '#안산와플', '#와플', '#카페', '#안산카페', '#고잔동카페', '#안산', '#고잔동', '#딸기라떼', '#톰과제리케이크', '#제리케이크', '#제리치즈케이크', '#치즈케이크']",29,안산 유달리,udally_ansan,https://www.instagram.com/p/B6UU24bFo8Q/,https://www.instagram.com/explore/locations/1599591897019651/
471,2019년 12월 20일,"['#베이킹스튜디오', '#라두쎄', '#서초동', '#프렌치베이킹스튜디오', '#양재역', '#양재베이킹클래스', '#서초베이킹클래스', '#강남베이킹클래스', '#디저트', '#디저트그램', '#카페디저트', '#파티스리', '#제과', '#베이킹클래스', '#온더테이블', '#bakingstudio', '#bakingclass', '#atelierladouceur', '#dessert', '#dessertporn', '#teatime', '#p', '#pastryinspiration', '#onthetable', '#케이크', '#치즈케이크', '#딸기케이크', '#케이크클래스', '#케이크원데이클래스']",44,Atelier La Douceur,atelier.ladouceur,https://www.instagram.com/p/B6SgRdPJR9b/,https://www.instagram.com/explore/locations/2055878024426268/atelier-la-douceur/
472,2019년 12월 26일,"['#두남자', '#카페', '#두남자카페', '#두남자cafe', '#정발산동카페', '#정발산동', '#커피', '#커피스타그램', '#일산', '#일산카페', '#sca', '#바리스타', '#아메리카노', '#유자마들렌', '#쇼콜라마들렌', '#고르곤졸라휘낭시에', '#얼그레이휘낭시에', '#치즈케이크', '#굿바이2019', '#헬로2020', '#연말', '#새해']",20,두남자카페,doonamja_cafe,https://www.instagram.com/p/B6hv5UQpQR0/,https://www.instagram.com/explore/locations/264135527532114/
473,2019년 12월 27일,"['#한스오븐', '#마카롱', '#대전마카롱', '#신탄진마카롱', '#무색소마카롱', '#치즈케이크', '#대전맛집', '#한스오븐마카롱', '#macarons', '#디저트', '#dessert', '#케이크', '#커피', '#coffee', '#먹방', '#jmt', '#photography', '#일상']",21,한스오븐 HAN’s OVEN,hans_oven,https://www.instagram.com/p/B6j29G0lLVu/,https://www.instagram.com/explore/locations/1873605409359877/hans-oven/
474,2019년 12월 26일,"['#메리크리스마스', '#크리스마스', '#스타벅스', '#케이크', '#치즈케이크', '#파티팩']",31,"Daegu, South Korea",na.yeoni,https://www.instagram.com/p/B6hKAnMnB3Z/,https://www.instagram.com/explore/locations/102159636493202/daegu-south-korea/
475,2019년 12월 26일,"['#뽀뽀', '#해줄것', '#같더냐', '#럽스타그램', '#크리스마스', '#크리스마스파티', '#메리크리스마스', '#치즈케이크', '#먹스타그램', '#남친스타그램']",33,일산해수욕장,s_yeo_ni_,https://www.instagram.com/p/B6iSNnuHjZv/,https://www.instagram.com/explore/locations/1040632/
476,2019년 12월 26일,"['#allseasonscoffee', '#먹스타그램', '#맛스타', '#카페', '#도쿄카페', '#오레오', '#치즈케이크', '#차이티', '#디저트', '#일상', '#데일리']",66,4/4 SEASONS COFFEE,milky__sy,https://www.instagram.com/p/B6iHIdPgbSh/,https://www.instagram.com/explore/locations/1017350643/44-seasons-coffee/
477,2019년 12월 21일,"['#cheesecake', '#nutella', '#cake', '#torta', '#dessert', '#oreo', '#cupcake', '#kinder', '#macaron', '#치즈케이크', '#cioccolato', '#dessertporn', '#chocolatecake', '#cupcakes', '#smores', '#buttercream', '#peanutbutter']",22,Sona Coffee & Deli,jvperezh,https://www.instagram.com/p/B6Vb5VhiSaa/,https://www.instagram.com/explore/locations/2184614811751868/sona-coffee-deli/
478,2019년 12월 27일,"['#치즈케이크팩토리', '#사푼사푼', '#치즈케이크', '#케이크', '#라떼', '#라떼아트', '#좋아요', '#소통', '#카페', '#카페스타그램', '#cafe', '#cafestagram', '#정관장', '#정관장카페', '#콜드브루', '#coldbrew', '#진생치노', '#아메리카노', '#예쁜카페', '#삼성역카페', '#코엑스카페', '#강남역카페', '#강남카페', '#부산카페', '#대구카페', '#인천카페', '#세종카페', '#세종시카페', '#남대문카페']",28,Cafe Sapoon Sapoon,cafesapoonsapoon,https://www.instagram.com/p/B6juJ9IBsl_/,https://www.instagram.com/explore/locations/1025022790914369/cafe-sapoon-sapoon/
479,2019년 12월 24일,"['#카페', '#카페그램', '#카페투어', '#카페추천', '#신상카페', '#감성카페', '#분위기좋은카페', '#카페사진', '#감성사진', '#햇살맛집', '#디저트', '#디저트카페', '#디저트맛집', '#딸기한상', '#딸기', '#딸기케이크', '#딸기디저트', '#치즈케이크', '#커피맛집', '#핸드드립', '#카페라떼', '#플랫화이트', '#부산카페', '#서면카페', '#전포동카페', '#전리단길카페', '#전포카페', '#전포카페거리', '#전포동카페거리', '#향미공간']",59,향미공간:香味空間,flavor_space,https://www.instagram.com/p/B6cHVKUJ1FP/,https://www.instagram.com/explore/locations/289828368630770/
480,2019년 12월 27일,"['#톰과제리', '#치즈케이크', '#전포리']",11,전포동,madol2,https://www.instagram.com/p/B6knCwflQeg/,https://www.instagram.com/explore/locations/257726078/
481,2019년 12월 26일,"['#헤븐온탑', '#클래식프로마쥬', '#밀리포글리에', '#아쌈밀크티', '#아이스아메리카노', '#온더테이블', '#먹스타그램', '#맛스타그램', '#먹스타', '#먹방', '#먹방투어', '#맛집', '#맛집추천', '#존맛', '#존맛탱', '#돼지스타그램', '#오늘뭐먹지', '#일상', '#카페', '#카페스타그램', '#푸드스타그램', '#핵존맛', '#프로마쥬치즈케이크', '#치즈케이크', '#김포공항맛집', '#food', '#foodie', '#foodstagram', '#김포공항롯데몰', '#김포공항롯데몰맛집']",49,김포공항 롯데백화점. 롯데몰,199kg__,https://www.instagram.com/p/B6hTvPQFSzt/,https://www.instagram.com/explore/locations/236278789/
482,2019년 12월 30일,"['#cafe', '#cafestagram', '#tokyo', '#AZABU', '#roppongi', '#카페', '#카페수다그램', '#맛있다그램', '#먹스타그램', '#맛있당', '#맛있어', '#맛이쪙', '#먹방그램', '#맛집스타그램', '#케이크', '#치즈케이크']",9,"Azabujiyuuban, Minato-ku",mystagram118,https://www.instagram.com/p/B6sWNA2p5Up/,https://www.instagram.com/explore/locations/2207255606206042/azabujiyuuban-minato-ku/
483,2019년 12월 25일,"['#메리크리스마스', '#크레페', '#치즈케이크', '#베리쨈', '#콜라보레이션', '#바닐라아이스크림', '#쏘스윗', '#최고의디저트', '#담양', '#담양카페', '#디저트카페', '#담양알파벳', '#알파벳카페', '#디저트', '#간식', '#dessert', '#crepe', '#크리스마스이브', '#당충전', '#먹방', '#먹스타그램']",29,Damyang,712_hh,https://www.instagram.com/p/B6dekCXB92n/,N/A
484,2019년 12월 26일,[],54,소나네,cafe_sonane,https://www.instagram.com/p/B6hQtMNDM8P/,https://www.instagram.com/explore/locations/434744897001601/
485,2019년 12월 25일,['#칼질해야지'],30,포항 화진해변,qqbnm0123,https://www.instagram.com/p/B6ffUWTDykL/,https://www.instagram.com/explore/locations/933339913484035/
486,2019년 12월 30일,"['#그런느낌', '#광주디저트카페', '#광주주문케이크', '#수완지구디저트카페', '#수완지구카페', '#광주스콘', '#그런느낌', '#광주딸기케이크']",63,그런느낌,grunneuggim_thatfeeling,https://www.instagram.com/p/B6roYcZhjDh/,https://www.instagram.com/explore/locations/515218882249970/
487,2019년 12월 23일,"['#아나덴안산', '#감사한하루', '#스타벅스', '#조각케이크', '#치즈케이크', '#일상', '#소통', '#감성', '#소확행', '#데일리', '#daily', '#나', '#셀스타그램', '#셀카', '#안산', '#여행', '#안산왁싱', '#안산필라테스', '#안산요가', '#안산속눈썹', '#안산반영구', '#안산네일', '#안산미용실', '#안산피부과', '#안산성형외과', '#안산맛집', '#안산타투', '#안산제모']",48,아나덴 슈가링왁싱 스튜디오 안산중앙점,anaden_ansan,https://www.instagram.com/p/B6aWwMIAO2a/,https://www.instagram.com/explore/locations/728458810890804/
488,2019년 12월 20일,"['#카페네몽', '#송도카페']",488,네몽,akn_o222,https://www.instagram.com/p/B6R96Smge2R/,https://www.instagram.com/explore/locations/1317783581696094/
489,2019년 12월 20일,"['#엄마와아들', '#초글', '#대전캔들', '#관평동캔들', '#대전공방', '#관평동캔들공방', '#관평동공방', '#유성캔들', '#유성캔들공방', '#충남캔들', '#충남캔들공방', '#세종캔들', '#청주캔들', '#아들과데이트', '#엄마와아들', '#치즈캔들', '#케이크캔들', '#치즈케이크', '#루돌프캔들', '#크리스마스캔들', '#성이취미', '#직장인취미', '#커플데이트', '#커플체험', '#공방체험']",19,대덕 테크노밸리,cho_gl_official,https://www.instagram.com/p/B6R3NHoJs29/,https://www.instagram.com/explore/locations/440383209/
490,2019년 12월 25일,"['#메리크리스마스', '#해피뉴이어', '#치즈케이크', '#루돌프']",36,Jeju-do,the_j_m_chef,https://www.instagram.com/p/B6emKvRhx0i/,https://www.instagram.com/explore/locations/572266130/jeju-do/
491,2019년 12월 23일,"['#대연동카페', '#대연카페', '#카페이마리', '#모나카', '#치즈케이크', '#일상', '#먹스타그램', '#맛스타그램', '#푸드스타그램', '#음식스타그램', '#먹계정', '#먹계', '#부산카페', '#food', '#foodie', '#daily', '#dailyfood']",9,카페이마리,mondaymeals_,https://www.instagram.com/p/B6aOME1AHGU/,https://www.instagram.com/explore/locations/2180674435281785/
492,2019년 12월 25일,"['#대구맘', '#텍폴맘', '#초딩맘', '#육아맘', '#초딩맘스타그램', '#육아맘스타그램', '#일상그램', '#소통그램', '#데일리', '#소통', '#일상', '#공감', '#좋아요', '#크리스마스', '#산타할아버지', '#크리스마스이브', '#성탄절', '#전야제', '#다쿠미', '#케이크', '#치즈케이크', '#제리치즈', '#다쿠미', '#다쿠아즈맛집', '#치즈케이크맛집']",29,대구 테크노폴리스,bin.yul.mom,https://www.instagram.com/p/B6fSIa5lyk0/,https://www.instagram.com/explore/locations/551129352/
