,Like_Count,Location,User_Name,Datetime,Location_URL,Tags,URL
277,98,루아르커피바,hwa0_0807,2019년 12월 25일,https://www.instagram.com/explore/locations/1931432750242973/,"['#공덕카페', '#공덕역카페', '#치즈케이크', '#커피스타그램', '#딸기', '#카페투어', '#ruar', '#루아르', '#루아르커피바']",https://www.instagram.com/p/B6fgvCGlybC/
278,26,C27,yoobinxcho,2019년 12월 29일,https://www.instagram.com/explore/locations/1010807364/c27/,"['#베레모', '#베레모코디', '#일상', '#일상스타그램', '#셀카', '#셀카스타그램', '#예쁜카페', '#추천', '#치즈케이크', '#c27cheesecakeandcoffee', '#c27']",https://www.instagram.com/p/B6qCyubpSQY/
279,7,해운대 우리집,ho_chan0214,2019년 12월 27일,https://www.instagram.com/explore/locations/576362469418215/,"['#고2', '#아버지생신', '#아버지생신선물', '#골프장갑', '#티라미수', '#치즈케이크', '#어머니', '#동생', '#결국', '#돈', '#받음', '#일상', '#일상스타그램']",https://www.instagram.com/p/B6imWTzhCTL/
280,55,Fourhalf,fourhalf_gwon,2019년 12월 19일,https://www.instagram.com/explore/locations/555697844765366/fourhalf/,"['#포하프', '#fourhalf', '#외부출강']",https://www.instagram.com/p/B6PbnKXJg_w/
281,52,향리단커피,hrdcoffee,2019년 12월 15일,https://www.instagram.com/explore/locations/644912432628431/,"['#향리단커피', '#향리단스콘', '#향남맛집', '#스콘', '#스콘맛집', '#화성카페', '#향남카페', '#수원카페', '#동탄카페', '#봉담카페', '#스콘카페', '#밀크티', '#레몬케이크', '#파운드케이크', '#온더테이블', '#카페투어', '#신상카페', '#휘낭시에', '#치즈케이크', '#브라우니', '#딸기', '#요거트', '#그릭요거트']",https://www.instagram.com/p/B6FbOz1AtU-/
282,26,Abeki,black_flowerrrr9,2019년 12월 10일,https://www.instagram.com/explore/locations/1849071/abeki/,"['#후쿠오카', '#아베키', '#후쿠오카카페', '#친구랑', '#좋은시간', '#치즈케이크', '#맛있어', '#카페투어', '#카페라떼', '#abeki']",https://www.instagram.com/p/B54uLf3j2wr/
283,4,"Saudade, 사우다지",say_hey_ho,2019년 1월 21일,https://www.instagram.com/explore/locations/1950149758392036/saudade/,"['#travel', '#trip', '#travelgram', '#foodstagram', '#food', '#dessert', '#cheesecake', '#whatieatinaday', '#yummy', '#life', '#lifestyle', '#vacation', '#dinner', '#korea', '#koreanfood', '#busan', '#부산맛집', '#맛집', '#맛집추천', '#일상', '#소통', '#일상스타그램', '#카페', '#남포동카페', '#치즈케이크', '#디저트']",https://www.instagram.com/p/Bs3hpTmhExb/
284,11,Hanam,kangminjung_bigdream,2019년 12월 10일,https://www.instagram.com/explore/locations/278435314/hanam/,"['#플래티늄포럼', '#해시태그이벤트', '#기프티콘', '#스타벅스', '#스타벅스하남신세계점', '#빅드림', '#amwaykorea', '#카페라떼', '#치즈케이크', '#치즈케이크좋아', '#감사', '#작은감동', '#세심한배려']",https://www.instagram.com/p/B54ea_eHRLX/
285,25,하우다 과자점,hauda_jeju,2019년 12월 25일,https://www.instagram.com/explore/locations/1829851513943178/,[],https://www.instagram.com/p/B6e5XaaAJMq/
286,258,산모퉁이 카페,hey__ladybro,2019년 12월 22일,https://www.instagram.com/explore/locations/223165960/,"['#주말', '#부암동', '#까페', '#산모퉁이', '#산모퉁이카페', '#커피프린스1호점', '#커피', '#치즈케이크', '#디저트', '#아아']",https://www.instagram.com/p/B6XLXpYFzRa/
287,48,카페몽슈,cafe_monchou,2019년 12월 29일,https://www.instagram.com/explore/locations/2014479678818618/,"['#까눌레', '#몽슈', '#카페몽슈', '#치즈케이크', '#당근케이크', '#관저동카페', '#구움과자', '#카페투어', '#대전카페', '#뉴욕치즈케이크', '#베이킹', '#마들렌', '#티그레', '#갈레트', '#브라우니', '#당근케이크', '#빵순이', '#레몬케이크', '#대전맛집', '#아인슈페너', '#디저트', '#카페그램', '#베이킹스타그램', '#굽스타그램', '#cake', '#dessert', '#관저동', '#도안동', '#비엔나커피']",https://www.instagram.com/p/B6pMmbPBWVf/
288,60,Stemscoffee,stemscoffee,2019년 12월 24일,https://www.instagram.com/explore/locations/189103751714338/stemscoffee/,"['#스템스커피', '#stemscoffee', '#듁스커피', '#dukescoffee', '#스페셜티커피', '#디저트', '#에그타르트', '#치즈케이크', '#무스', '#딸기케이크', '#딸기무스', '#딸기디저트', '#바닐라빈치즈무스', '#에그타르트', '#김해카페', '#장유카페', '#대구카페', '#부산카페', '#창원카페', '#김해여행', '#김해', '#수로왕릉', '#돌담길']",https://www.instagram.com/p/B6cC8TCBio3/
289,19,부산중동역부근,cafe_stell_a,2019년 12월 22일,https://www.instagram.com/explore/locations/1016837323/,"['#이디야중동역점', '#이디야', '#치즈케이크', '#다음은스틱케이크', '#픽', '#이디야', '#ediyacoffee']",https://www.instagram.com/p/B6XY5O7lQeO/
290,37,"Busan, South Korea",yunayuri_bakery,2019년 12월 23일,https://www.instagram.com/explore/locations/287620626/busan-south-korea/,"['#유나유리베이커리', '#빵집', '#자매빵집', '#시오빵', '#메론빵', '#빵스타그램', '#굽스타그램', '#부산빵집', '#빵', '#온천천', '#부산', '#안락동', '#빵순이', '#빵돌이', '#식빵맛집', '#시오빵', '#메론빵', '#탕종식빵', '#크리스마스', '#슈톨렌', '#크리스마스케이크', '#치즈케이크', '#생크림케이크', '#christmas', '#크리스마스선물']",https://www.instagram.com/p/B6ZqJoWJcwm/
291,29,어반그린,ssun___xx,2019년 12월 13일,https://www.instagram.com/explore/locations/703776779803467/,"['#아인슈페너', '#치즈케이크', '#초코케이크', '#춘천어반그린', '#일상', '#데일리', '#커피', '#카페']",https://www.instagram.com/p/B5-vOZmJSL1/
292,23,귀산 할리스 커피,minmi1121,2019년 12월 21일,https://www.instagram.com/explore/locations/1025589515/,"['#틈새데이트', '#데이트', '#데이트그램', '#티타임', '#오랜만에', '#귀산', '#귀산카페', '#할리스', '#귀산할리스', '#최애메뉴', '#아이스먹기좋은날씨', '#딸기치즈케익할리치노', '#딸기는사랑입니다', '#블루베리스무디', '#더블치즈라운드', '#치즈케이크', '#카페', '#카페스타그램', '#맛있다', '#맛있다그램', '#맛스타그램', '#먹스타그램', '#먹방스타그램', '#묵돌이들', '#다이어트는내년부터', '#럽스타그램', '#럽럽럽', '#라부라부', '#너랑노는게제일재밌어']",https://www.instagram.com/p/B6U6BeFl8cZ/
293,16,수안보환화리조트,bluecitynaran,2019년 12월 26일,https://www.instagram.com/explore/locations/289383671168674/,"['#크리스마스', '#온천', '#피로회복', '#김밥', '#치즈케이크', '#MerryChristmas']",https://www.instagram.com/p/B6gKeSpJesO/
294,21,Thecozycorner,the_cozy_corner,2019년 12월 28일,https://www.instagram.com/explore/locations/1021747568/thecozycorner/,"['#Repost', '#이태원', '#이태원카페', '#녹사평', '#녹사평카페', '#녹사평와인바', '#경리단길와인바', '#경리단길카페', '#더코지코너', '#산타알리샤', '#치즈케이크', '#이태원와인바']",https://www.instagram.com/p/B6miEbUB_dX/
295,255,Jeonju,zzii_luv,2019년 12월 17일,https://www.instagram.com/explore/locations/245713997/jeonju/,[],https://www.instagram.com/p/B6KsgGlHvwA/
296,18,1+1/2,one_plus_half,2019년 12월 19일,https://www.instagram.com/explore/locations/385382888/112/,"['#오레몽치즈케이크', '#사장이직접만들어요', '#동네카페', '#일더하기이분의일', '#연남동카페', '#수제디저트', '#수제청', '#연남동디저트', '#연남동맛집', '#치즈케이크', '#초콜렛무스케이크', '#초코무스케이크', '#티라미수', '#퐁당쇼콜라', '#브라우니', '#치즈케이크맛집', '#티라미수맛집', '#케이크주문', '#케이크주문제작', '#오레몽', '#rishitea', '#홍차', '#허브차', '#손뜨개', '#손뜨개가방', '#손뜨개홀더', '#공간대여']",https://www.instagram.com/p/B6PnChqFr48/
297,43,글린공원,2so._.hee,2019년 12월 26일,https://www.instagram.com/explore/locations/2289856011229918/,"['#글린공원', '#예쁜카페', '#새끼붕어', '#쫀귀', '#루돌프케이크', '#치즈케이크', '#프리지아', '#킁킁']",https://www.instagram.com/p/B6g6Ff6B8cR/
298,9,DoubleTree by Hilton,cambap_uk,2019년 12월 22일,https://www.instagram.com/explore/locations/463570/doubletree-by-hilton/,"['#연어샐러드', '#립아이스테이크', '#치즈케이크', '#남이해준밥']",https://www.instagram.com/p/B6WrXYWpVUn/
299,22,Half-Pound / 하프파운드,half__pound,2019년 12월 29일,https://www.instagram.com/explore/locations/100266011479045/half-pound/,"['#하프파운드', '#구움과자전문점']",https://www.instagram.com/p/B6pLG0-Jvhu/
300,17,세종시 새롬동,junghee0383,2019년 12월 18일,https://www.instagram.com/explore/locations/1503173289705910/,"['#보노보노마카롱', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",https://www.instagram.com/p/B6MKIKeldKE/
