,Location,Datetime,Tags,Like_Count,User_Name,url
193,Pohang,2019년 12월 26일,"['#ㅊㅈ', '#내사랑둘찌생일', '#독감에걸려서ㅜㅜ', '#12월20일생아들', '#친구들하고맛나게먹어', '#브롤스타즈케이크는', '#어린이집서마지막생일', '#쁘띠마레', '#포항쁘띠마레', '#환호공원길11', '#케이크', '#치즈케이크', '#딸기', '#딸기케이크', '#케이크만들기', '#100프로동물성생크림', '#딸기농장네싱싱한딸기', '#끼리크림치즈', '#필라델피아치즈', '#방목계란', '#정직하게만들고있습니다', '#리얼초코우유', '#버터쿠키', '#바스크치즈케이크', '#생딸기케이크', '#답례품', '#어린이집간식', '#방과후간식', '#생일']",51,petitmarais_pohang,https://www.instagram.com/p/B6h5GgMHq_9/
194,C27 cheesecake&coffee,2019년 12월 21일,"['#20191221', '#홍대카페', '#c27cheesecakeandcoffee', '#coffee', '#로얄얼그레이티', '#밀크티라떼', '#피스타치오치즈케이크', '#홍차치즈케이크', '#코코바나나치즈케이크', '#치즈케이크', '#치즈케이크맛집', '#JMT', '#카페투어', '#카페스타그램', '#카페그램', '#디저트그램', '#dessert', '#육아', '#육아소통', '#육아일상', '#육아일기', '#육아그램', '#육아기록', '#육아소통그램', '#일상', '#소소한일상', '#daily', '#맘스타그램', '#줌스타그램', '#줌마그램']",54,bbakang,https://www.instagram.com/p/B6KjAlUHbnx/
195,부산 중구 중앙동,2019년 12월 14일,"['#일본어', '#현장체험학습', '#켄짱카레', '#냥이', '#고양이', '#귀엽다', '#레몬에이드', '#카페', '#감성카페', '#치즈케이크', '#아메리카노', '#재밌었다']",11,yuji_n9800,https://www.instagram.com/p/B6C87z8FZ0k/
196,카페동선동,2019년 12월 14일,[],363,hajunggg,https://www.instagram.com/p/B6W5gMWJAmD/
197,할리스커피,2019년 12월 25일,"['#크리스마스', '#크리스마스데이트', '#데이트', '#데이트그램', '#대구', '#대구나들이', '#티타임', '#여전히', '#할리스', '#대구할리스', '#최애메뉴', '#아이스먹기좋은날씨', '#딸기치즈케익할리치노', '#딸기는사랑입니다', '#아메리카노', '#더블치즈라운드', '#치즈케이크', '#카페', '#카페스타그램', '#맛있다', '#맛있다그램', '#맛스타그램', '#먹스타그램', '#먹방스타그램', '#묵돌이들', '#다이어트는내년부터', '#럽스타그램', '#럽럽럽', '#라부라부', '#너랑노는게제일재밌어']",17,minmi1121,https://www.instagram.com/p/B6Va9I1Hxuy/
198,생일축하해 내새끼 쪽쪽쪽,2019년 12월 29일,"['#첫줄', '#생일파티', '#홈파티', '#케이크', '#곱창떡볶이', '#지코바', '#치즈케이크', '#쿠키', '#먹', '#먹스타', '#먹스타그램', '#먹방', '#먹방스타그램', '#hbd', '#hbd', '#데일리', '#일상', '#블로거']",32,sh_k425,https://www.instagram.com/p/B6FQqvfl52m/
199,카페 경우,2019년 12월 18일,"['#경우공연', '#전주', '#전주객사', '#전주객리단길', '#객리단길카페', '#전주커피', '#전주디저트', '#전주디저트카페', '#딸기티라미수', '#치즈케이크', '#다쿠아즈', '#전주여행', '#전주투어', '#크리스마스', '#크리스마스공연', '#전주공연', '#카페공연', '#객사카페', '#전주카페']",43,cafe.gyeongwoo,https://www.instagram.com/p/B6Fx8ezl4DT/
200,카페미엘,2019년 12월 25일,"['#카페', '#카페스타그램', '#딸기', '#딸기크림라떼', '#사과차', '#낙성대', '#낙성대카페', '#서울대입구카페', '#서울대입구맛집', '#치즈케이크', '#요거트', '#딸기케이크', '#카페미엘', '#감성사진', '#감성카페', '#갬성']",21,yezzing_g,https://www.instagram.com/p/B6SiX0mHLuV/
201,"Beijing, China",2019년 12월 17일,"['#아비앙또', '#로카치케', '#존맛탱', '#치즈케이크', '#카라멜', '#로투스', '#스콘', '#마카롱', '#푸딩', '#먹스타그램', '#맛스타그램', '#맛있는것만', '#건강하게', '#드세요', '#딸기모찌', '#일상', '#데일리', '#맞팔', '#선팔', '#좋아요', '#베이킹', '#베이커리', '#케이크', '#베이징', '#왕징', '#왕징맛집']",28,abientot.bake,https://www.instagram.com/p/B6Cgx0NJ-AA/
202,신동카페거리,2019년 12월 13일,"['#유마카롱', '#신동', '#수원마카롱', '#마카롱', '#마카롱맛집', '#신동마카롱', '#영통마카롱', '#망포마카롱', '#매탄동마카롱', '#동탄마카롱', '#수원맛집', '#인계동맛집', '#광교맛집', '#마카롱택배', '#일상', '#한입마카롱', '#미니마카롱', '#선물', '#맛집', '#디저트맛집', '#치즈케이크', '#영통맛집', '#youmacaron', '#macarons', '#톰쇼콜라케이크', '#신동카페거리', '#제리치즈케이크', '#크리스마스']",60,you_macaron,https://www.instagram.com/p/B6j62RsBZvE/
203,"Seoul, South Korea",2019년 12월 14일,"['#716일', '#716', '#716days', '#23개월', '#23', '#23month', '#2017년생', '#3세아기', '#닭띠아기', '#아기', '#baby', '#육아스타그램', '#육아맘', '#아들맘', '#아들덕후', '#육아일기', '#벼룩시장', '#로운', '#샤브샤브', '#롯데마트', '#통큰블록', '#탕진잼', '#60계치킨', '#치즈케이크', '#홈베이킹']",20,hyunsook_s,https://www.instagram.com/p/B6UZHAJpQh5/
204,Suirr,2019년 12월 25일,"['#메리크리스마스', '#톰과제리', '#치즈케이크', '#귀여움']",44,ujingee,https://www.instagram.com/p/B6SAgw8hmpo/
205,Spatialcafe,2019년 12월 25일,"['#목포다쿠아즈', '#다쿠아즈', '#스페셜카페', '#목포카페', '#북항카페', '#남악카페', '#spatialcafe', '#목포스페셜티커피', '#디저트카페', '#콜드슈페너', '#북항카페추천', '#치즈케이크', '#스페셜티커피', '#목포북항카페', '#산정동카페', '#블루베리치즈케에크', '#목포해상케이블카', '#파블로바', '#목포파블로바', '#cafe', '#mokpo', '#pavlova', '#dacquoise']",42,spatial__,https://www.instagram.com/p/B6FwluMp58C/
206,카페알토 대전,2019년 12월 19일,"['#푸드딜리버리', '#배민라이더스', '#카페알토대전', '#알토카페대전', '#대전카페', '#유성카페', '#도안카페', '#봉명동카페', '#디자인카페', '#로스팅카페', '#로스터리카페', '#디저트카페', '#치즈케이크', '#치즈케이크팩토리']",28,jyp401,https://www.instagram.com/p/B6k8CO4gCUD/
207,라니네,2019년 12월 17일,"['#크리스마스케이크', '#크리스마스', '#메리크리스마스', '#라니네', '#lanine', '#라니네케이크', '#우리동네맛집', '#케이크', '#수제케이크', '#핸드메이드', '#디저트', '#생크림케이크', '#100프로', '#우유생크림', '#초코케이크', '#치즈케이크', '#호두당근케이크', '#오레오케이크', '#까치산맛집', '#까치산카페', '#화곡동카페', '#까치산케이크', '#주문케이크', '#2단케이크', '#생일케이크', '#배달의민족', '#배민']",143,lanine_cake,https://www.instagram.com/p/B6qK9-Vl3Qs/
208,교하우리집,2019년 12월 14일,"['#샤인머스캣', '#딸기', '#산타', '#연년생맘', '#3살', '#2살', '#개띠아기', '#닭띠아기', '#스타벅스', '#치즈케이크', '#마켓컬리', '#헬커피', '#육아맘', '#육아맘소통']",15,sueri_tori,https://www.instagram.com/p/B6MgV3bJsXa/
209,Daegu,2019년 12월 24일,"['#메리크리스마스', '#크리스마스', '#크리스마스이브', '#케익', '#크리스마스케익', '#파리바게뜨', '#산타', '#산타언니', '#산타케이크', '#앤디워홀케이크', '#초코케이크', '#치즈케이크', '#먹스타그램', '#맛스타그램', '#빵스타그램', '#cake', '#christmas', '#merrychristmas']",50,chosunparty,https://www.instagram.com/p/B6EpqXcl1Fc/
210,カフェ&バー アンセム,2019년 12월 17일,"['#cafe', '#kobe', '#카페스타그램', '#카페', '#코베', '#치즈케이크', '#bis', '#rili', '#purelamo', '#mery', '#mery']",95,snhyoul,https://www.instagram.com/p/B6nVsvzH9tX/
211,동부이촌동,2019년 12월 21일,"['#마마카롱', '#이촌', '#이촌역', '#이촌역맛집', '#동부이촌동', '#동부이촌동맛집', '#마카롱', '#디저트', '#카페', '#디저트카페', '#뚱카롱', '#치즈케이크', '#뉴욕치즈케이크', '#초콜릿', '#라즈베리', '#앙버터', '#조리퐁', '#돼지바', '#얼그레이', '#초코바나나', '#황치즈', '#월드콘', '#인절미', '#복숭아', '#복숭아요거트', '#초코나무숲', '#마카롱맛집']",22,mamacaron11,https://www.instagram.com/p/B6f4_YTFkbX/
212,동부이촌동,2019년 12월 18일,"['#마마카롱', '#이촌', '#이촌역', '#이촌역맛집', '#동부이촌동', '#동부이촌동맛집', '#마카롱', '#디저트', '#카페', '#디저트카페', '#뚱카롱', '#치즈케이크', '#뉴욕치즈케이크', '#초콜릿', '#라즈베리', '#앙버터', '#조리퐁', '#돼지바', '#얼그레이', '#초코바나나', '#황치즈', '#월드콘', '#인절미', '#복숭아', '#복숭아요거트', '#초코나무숲', '#마카롱맛집']",19,mamacaron11,https://www.instagram.com/p/B6a9NN1hi64/
213,Cafe Libreak,2019년 12월 28일,"['#libreak', '#cafe', '#cheesecake', '#brownie', '#coffee', '#christmas', '#리브릭', '#리브릭라떼', '#치즈케이크', '#브라우니', '#카페스타그램', '#디저트스타그램', '#크리스마스']",53,januarysujikim,https://www.instagram.com/p/B6LXmYhllFY/
214,Yongin,2019년 12월 17일,"['#배달커피', '#반달커피', '#반달커피역북점', '#명지대카페', '#배달샌드위치', '#딜리버리카페', '#배달의민족', '#치즈케이크', '#너무귀엽다']",17,imjae1007,https://www.instagram.com/p/B6E_pmpFrX0/
215,"카페, 미엘",2019년 12월 22일,"['#데일리', '#일상', '#카페', '#카페투어', '#카페미엘', '#더티초코', '#딸기크림라떼', '#바닐라빈라떼', '#치즈케이크', '#cafe', '#cafemiel']",35,dalkomshinyu,https://www.instagram.com/p/B6J7QN3gFeN/
216,"Nampo-Dong, Busan, South Korea",2019년 12월 20일,"['#티타임', '#카페라떼', '#치즈케이크', '#바스크치즈케이크', '#유지어트식단', '#유지어트일기', '#다이어트식단일기', '#다이어트그램', '#오드이븐', '#ODDEVEN', '#남포동카페', '#광복동카페', '#자갈치카페', '#부평시장', '#카페스타그램', '#민']",13,min_min_920_diet,https://www.instagram.com/p/B6PqVXJAzWI/
217,서울 건대입구,2019년 12월 24일,"['#건대입구역', '#건대디저트', '#건대마카롱', '#푸딩', '#건대디저트카페', '#건국대', '#세종대디저트카페', '#생크림케이크', '#세종대마카롱', '#티라미수', '#세종대', '#어린이대공원역', '#어린이대공원', '#마카롱맛집', '#무스케이크', '#꽃', '#플라워바바로아', '#치즈케이크', '#초코', '#말차', '#캐릭터케이크', '#화양동맛집', '#자양동맛집', '#군자동맛집', '#스모모', '#김천']",49,smomo.sj,https://www.instagram.com/p/B6jE16ChkvE/
218,이비스 앰배서더 수원 Ibis Ambassador Suwon,2019년 12월 28일,"['#치즈케이크', '#브라우니', '#마카롱', '#인스타그램', '#인스타라이프', '#데일리', '#일상스타그램', '#소통스타그램', '#소통환영', '#맞팔해요', '#사진스타그램', '#좋아요', '#먹스타그램', '#르쟈르뎅', '#당충전']",24,p_qvsb_d,https://www.instagram.com/p/B6HEo5_oaAL/
219,쿠오레 에스프레소,2019년 12월 17일,"['#당근케이크', '#쿠오레에스프레소', '#디저트맛집', '#디저트']",314,cuore_espresso,https://www.instagram.com/p/B6QbS4rHw8R/
220,Jeonju,2019년 12월 23일,"['#커피바움', '#전주커피바움', '#커피', '#coffeebaum', '#첫줄', '#전주여행', '#일상', '#좋아요', '#좋반', '#전주혁신도시맛집', '#혁신도시', '#커피맛집', '#라떼맛집', '#전주혁신도시카페', '#디저트', '#전주카페', '#전주혁신도시', '#전주혁신', '#아메리카노', '#수제청', '#수제과일청', '#라떼', '#치즈케이크', '#스콘', '#스콘맛집', '#수제디져트', '#소잘라떼', '#락토프리']",43,coffee_baum,https://www.instagram.com/p/B6BEbVYldcr/
221,얼스어스,2019년 12월 19일,"['#푸드연남', '#바나나', '#바나나치즈케이크', '#치케', '#치즈케이크', '#디저트', '#디저트카페', '#디저트맛집', '#연남', '#연남동', '#연남동디저트', '#연남동카페', '#카페추천', '#추천카페', '#목요일', '#홍대입구', '#연트럴파크', '#데이트카페']",25,foodevidence,https://www.instagram.com/p/B6f9FqnAW69/
222,카페나랑,2019년 12월 22일,"['#화정카페', '#카페나랑', '#화정', '#일산', '#행신', '#일산카페', '#동네카페', '#카페투어', '#카페스타그램', '#디저트카페', '#명지병원', '#덕양구청', '#온더테이블', '#데이트', '#디저트', '#당근케이크', '#파운드케이크', '#휘낭시에', '#치즈케이크', '#레몬케이크', '#쿠키', '#카페', '#갬성', '#스타필드고양', '#이케아고양점', '#딸기케이크', '#연말']",31,cafe_narang,https://www.instagram.com/p/B6J5ciGjpYt/
223,스윗레시피 Sweet Recipe,2019년 12월 23일,['#스윗레시피'],157,sweet_0310,https://www.instagram.com/p/B6Fxk-8Jd9d/
224,알로할로,2019년 12월 21일,"['#여자여자여자', '#권선동', '#커피맛집', '#알로할로', '#수다떨기', '#분위기갑', '#아인슈페너', '#치즈케이크', '#딸기케이크', '#coffee']",16,dukelove58,https://www.instagram.com/p/B6hZEqGnt2U/
225,삼송가든,2019년 12월 21일,"['#맛스타그램', '#맛있다그램', '#생갈비', '#양념갈비', '#물냉면', '#수제갈비', '#치즈케이크', '#삼송가든', '#생일스타그램', '#생일파티', '#친정엄마생신', '#외식스타그램', '#셀피']",78,sohee0828,https://www.instagram.com/p/B6e89zDgsvG/
226,달맞이오브제,2019년 12월 22일,"['#친구', '#해운대', '#달맞이', '#달맞이오브제', '#해운대카페', '#달맞이카페', '#치즈케이크', '#브라우니', '#자몽에이드', '#밀크티', '#새우와꾸미', '#빵생축']",66,great_bunny_,https://www.instagram.com/p/B6YPZwCFpIC/
227,C27,2019년 12월 20일,"['#c27', '#instagood', '#instagram', '#cafe', '#cafestagram', '#cheesecake', '#cake', '#yummy', '#karosukiru', '#korea', '#seoul', '#travel', '#trip', '#한국', '#한국여행', '#서울여행', '#카페', '#카페스타그램', '#케이크', '#치즈케이크', '#인스타그램', '#카페스타그램']",49,misae_eee,https://www.instagram.com/p/B6QOa1CFGIy/
228,"Meguro-ku, Tokyo, Japan",2019년 12월 22일,"['#aworks', '#coffee', '#cheesecake', '#daikanyama', '#카페스타그램', '#카페', '#치즈케이크', '#커피', '#도쿄카페']",13,cafe___1234,https://www.instagram.com/p/B6LYEKzlfcE/
229,서커스래빗,2019년 12월 26일,"['#크리스마스케이크', '#서커스래빗', '#딸기케이크', '#생크림케이크', '#맛있다', '#아기포크질', '#딸기', '#시식', '#치즈케이크', '#또먹고싶다', '#또갈게요', '#맛있어서행복행', '#크리스마스저녁', '#잠실케이크', '#레터링케이크', '#잠실케이크맛집', '#아기스타그램', '#베이비스타그램', '#babystagram', '#16개월26일']",20,useyohead,https://www.instagram.com/p/B6XTsRwHORr/
230,소나네,2019년 12월 24일,[],55,cafe_sonane,https://www.instagram.com/p/B6eRGboHsCT/
231,크림하나,2019년 12월 23일,[],21,creamhana_,https://www.instagram.com/p/B6k3owOl78S/
232,연동,2019년 12월 28일,"['#제주특별자치도', '#제주도', '#제주시', '#제주공항', '#빵', '#빵집', '#디저트', '#디저트카페', '#연동', '#연동카페', '#신제주', '#신제주카페', '#바론', '#케이크', '#롤케이크', '#식빵', '#크로와상', '#까눌레', '#마들렌', '#수제잼', '#생크림케이크', '#치즈케이크', '#딸기타르트', '#바닐라슈', '#티라미슈']",35,kimkd_86,https://www.instagram.com/p/B6hVvd2FiWk/
233,울산 신라스테이,2019년 12월 27일,"['#크리스마스', '#호캉스', '#인스타그램', '#셀스타그램', '#럽스타그램', '#여친스타그램', '#남친스타그램', '#사랑꾼', '#데이트그램', '#연애중', '#화이트크리스마스', '#화이트와인', '#치즈케이크', '#피자', '#내년에도', '#함께']",42,no__ukkk,https://www.instagram.com/p/B6e4giWh4WZ/
234,오십이도,2019년 12월 15일,"['#카페오십이도', '#오십이도', '#카페52도']",35,cafe_5_2,https://www.instagram.com/p/B6eyhzJFj43/
235,카미유과자점,2019년 12월 13일,"['#카미유과자점', '#camille', '#부천케이크', '#부천디저트', '#주문케이크', '#수제케이크', '#cake', '#dessert', '#크리스마스', '#크리스마스케이크', '#꾸덕치즈', '#치즈케이크', '#치케', '#딸기쇼트', '#딸기케이크']",237,camille_dessert,https://www.instagram.com/p/B6f5owvnB53/
236,세종시 새롬동,2019년 12월 18일,"['#구름마카롱', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",18,junghee0383,https://www.instagram.com/p/B6abcPTjcoI/
237,"Seoul, South Korea",2019년 12월 21일,"['#치즈케이크', '#이에나파이', '#티타임']",22,woori_soyeon,https://www.instagram.com/p/B6HywfGAiCf/
238,비워두기 봉선점,2019년 12월 25일,"['#비워두기', '#봉선동맛집', '#치즈케이크', '#치즈케익', '#치즈케익맛집', '#에멘탈', '#와인', '#와인전문점', '#비워두기치즈케익', '#광주맛집', '#푸들', '#강아지', '#반려동물']",14,lee_seraphina,https://www.instagram.com/p/B6Ioi_GFDNV/
239,C27 Cheese Cake,2019년 12월 24일,"['#크리스마스', '#트리', '#12월25일', '#반짝반짝', '#c27', '#치즈케이크', '#인천', '#중구', '#차이나타운', '#소통', '#맞팔', '#메리크리스마스']",64,kjin_89,https://www.instagram.com/p/B6nIqchFl7I/
240,Starbucks 101 35樓門市,2019년 12월 16일,"['#첫줄', '#대만', '#타이베이', '#스타벅스', '#치즈케이크', '#아이스아메리카노', '#찰떡궁합', '#푸드스타그램', '#푸드그램', '#먹스타그램', '#먹스타', '#셀카', '#셀피', '#셀스타그램', '#얼스타그램', '#일상', '#데일리', '#일상스타그램', '#데일리스타그램', '#taiwan', '#taipei', '#starbucks', '#coffee', '#cheesecake', '#yum', '#foodstagram', '#foodporn', '#foodie', '#selfie', '#instagood']",27,yun86725,https://www.instagram.com/p/B6XcW_cBhm6/
241,Eileen's Special Cheesecake,2019년 12월 25일,"['#newyork', '#manhattan', '#eileenscheesecake', '#치즈케이크', '#미국', '#뉴욕', '#ㄱㅁㄱ']",38,rugjeieio17,https://www.instagram.com/p/B6PLaGOhvJ-/
242,봉선지웰,2019년 12월 25일,"['#크리스마스', '#Christmas', '#메리크리스마스', '#MerryChristmas', '#크리스마스케이크', '#ChristmasCake', '#정원커뮤니케이션', '#파리바게뜨', '#아티장홍', '#치즈케이크']",82,content_monster_yoopd,https://www.instagram.com/p/B6KRrl5FL0N/
243,레몬드 Lemoned,2019년 12월 29일,['#어글리시스터즈의카페'],28,lemoned_pastry,https://www.instagram.com/p/B6X2tPCBS7h/
244,Merry Christmas,2019년 12월 24일,[],28,yukaaa007,https://www.instagram.com/p/B6jxkDlFSAS/
245,Daejeon,2019년 12월 24일,"['#치즈케이크', '#귤', '#딸기', '#커피', '#tea', '#겨울간식', '#베이킹클래스', '#생화케이크원데이', '#크리스마스이브', '#조용한연말', '#바쁜하루였다']",44,creamcream_cake,https://www.instagram.com/p/B6IIA_MhUf5/
246,애쉬커피바,2019년 12월 25일,"['#춘천', '#춘천카페', '#춘고앞카페', '#크리스마스', '#애쉬커피바', '#춘천', '#강원도', '#여행', '#카페', '#커피', '#카페투어', '#춘천카페', '#춘천여행', '#춘고앞카페', '#춘천명동카페', '#춘천역카페', '#디저트카페', '#춘천카페추천', '#중앙로', '#마들렌', '#파운드', '#치즈케이크', '#티라미수', '#chuncheon', '#cafe', '#coffee', '#ashcoffeebar']",44,ash_coffeebar,https://www.instagram.com/p/B6SoIPEnTQ8/
247,덕천동,2019년 12월 29일,"['#부산덕천', '#덕천카페', '#엔에프커피', '#치즈케이크', '#아이스아메리카노', '#카페라떼', '#따뜻한라떼', '#힐링', '#즐거운연말', '#즐거운주말']",3,e_blossom7,https://www.instagram.com/p/B6NW9tBhyD0/
248,"대구 - Daegu, South Korea",2019년 12월 20일,"['#역시', '#쇼핑', '#크릴새우', '#크릴오일', '#스타벅스', '#비아', '#나이키', '#치즈케이크', '#초콜릿', '#저장', '#세라믹', '#화이트', '#가정의행복', '#단벌신사', '#코스트코', '#일상', '#데일리', '#기록', '#이것저것']",22,instant.daily,https://www.instagram.com/p/B6lDfkuJLzs/
249,"Cafe_mill,참새방앗간",2019년 12월 25일,"['#원주카페', '#참새방앗간', '#원주커피', '#원주맛집', '#원주핫플', '#원주가볼만한곳', '#원주데이트', '#좋아요', '#팔로우', '#소통', '#일상', '#좋반', '#좋아요반사', '#말차라떼', '#하겐다즈', '#딸기케이크', '#초코주르륵', '#크림플랫화이트', '#크림커피', '#치즈케이크', '#수제디저트', '#jmt']",128,cafe__mill,https://www.instagram.com/p/B6M87uHlBYm/
250,부산 해운대,2019년 12월 21일,[],6,starpantlee,https://www.instagram.com/p/B6HYx4QJyqV/
251,고양이발걸음,2019년 12월 19일,"['#부평카페', '#딸기치즈파이', '#치즈케이크']",132,aeyongkeem,https://www.instagram.com/p/B6QhY5dh7AN/
252,시바네,2019년 12월 18일,"['#시바네', '#맛집카페', '#카페', '#카페투어', '#민락2지구카페', '#시바', '#카페추천', '#데일리카페', '#민락동카페', '#의정부카페', '#의정부시바네', '#양주카페', '#의정부데이트', '#데이트추천', '#일상', '#소통', '#맞팔', '#선팔', '#마들렌', '#마들렌맛집', '#치즈케이크', '#옥수수크림치즈케이크', '#생일케이크']",43,civane_biscuit,https://www.instagram.com/p/B6p18fxFsZ7/
253,부산 아웃백하단점,2019년 12월 19일,"['#아웃백', '#토마호크스테이크', '#프리미엄사이드', '#치킨텐더추가', '#치즈케이크', '#투움바파스타', '#고기너무큰데', '#짱마싯써']",30,hyangja86,https://www.instagram.com/p/B6fR-jgFyiH/
254,Samseong-dong,2019년 12월 19일,"['#도라도', '#예쁜카페', '#삼성역카페', '#치즈케익', '#치즈케이크', '#초코케익', '#초코케이크', '#카페', '#삼성역', '#삼성', '#데일리', '#일상', '#힐링', '#휴식']",19,09__14,https://www.instagram.com/p/B6dj60bHNRK/
255,백일몽,2019년 12월 18일,[],96,h_y_juu,https://www.instagram.com/p/B6QXhB4HGq8/
256,"Aus Mehl, 아우스밀",2019년 12월 20일,['#아우스밀'],49,iamhana87,https://www.instagram.com/p/B6FyT9-F9e6/
257,"Cafe_mill,참새방앗간",2019년 12월 22일,"['#치즈케이크', '#딸기초코주르륵', '#인절미갸또', '#흑임자갸또', '#브라우니', '#생크림스콘', '#크리스마스', '#원주카페', '#참새방앗간', '#원주데이트', '#원주핫플', '#원주케이크', '#수제디저트', '#좋아요', '#원주커피', '#팔로우', '#좋반', '#좋아요반사', '#맞팔', '#l4l', '#likes', '#cafemill']",117,cafe__mill,https://www.instagram.com/p/B6MlMbnlrw3/
258,미구스타컴퍼니,2019년 12월 23일,"['#귀요미', '#카페데이트', '#치즈케이크', '#megustacompany', '#소은']",18,ryeong___2,https://www.instagram.com/p/B6qDNo9D33h/
259,学芸大学駅,2019년 12월 20일,"['#tokyocafe', '#cheesecake', '#cake', '#cafe', '#aworks', '#카페', '#토쿄카페', '#커피', '#치즈케이크', '#일본카페', '#chefoodo', '#xmas']",795,gakudai.aworks,https://www.instagram.com/p/B6FC7vphR9K/
260,FLAT Coffee,2019년 12월 18일,"['#flatcoffee', '#플랫커피', '#공릉동카페', '#공릉카페', '#공트럴파크', '#브루잉', '#프릳츠', '#커피리브레', '#모모스', '#커피몽타주', '#WERK', '#커피', '#토스트', '#치즈케이크', '#푸어오버', '#에어로프레스', '#하리오스위치', '#후르츠젤리소다', '#스트로베리라떼', '#딸기라떼']",47,flat___coffee,https://www.instagram.com/p/B6rjhqiJlvo/
261,디저트정,2019년 12월 20일,['#디저트정'],25,dessert_jung,https://www.instagram.com/p/B6nxLCkHmoc/
262,충남대학교,2019년 12월 18일,"['#한스오븐', '#마카롱', '#대전마카롱', '#신탄진마카롱', '#무색소마카롱', '#치즈케이크', '#대전맛집', '#한스오븐마카롱', '#macarons', '#디저트', '#dessert', '#케이크', '#커피', '#coffee', '#먹방', '#jmt', '#photography', '#일상']",25,hans_oven,https://www.instagram.com/p/B6R1QgVgxYm/
263,Schatzinsel(샤츠인젤),2019년 12월 26일,"['#샤츠인젤', '#모모커피', '#건대카페', '#보물섬', '#골목카페', '#북카페', '#테이크아웃', '#핸드드립', '#수제청', '#귤귤차', '#레몬청', '#사과차', '#카페샤츠인젤', '#레몬에이드', '#쇼콜라라떼', '#귀리라떼', '#무료대관', '#카페대관', '#허니라떼', '#컵홀더이벤트', '#손끗', '#오레오스무디', '#생일이벤트', '#카야토스트', '#치즈케이크', '#크리스마스티']",14,whale305,https://www.instagram.com/p/B6M1x5bFDew/
264,Fourhalf,2019년 12월 19일,"['#모르면말을말라', '#얼마나따숩게요', '#fourhalf', '#busancafe', '#포하프', '#부산카페', '#부산맛집', '#부산여행', '#부산핫플', '#해운대핫플', '#데이트코스', '#신세계센텀시티', '#센텀시티카페', '#해운대카페', '#광안리카페', '#수영카페', '#해리단길카페', '#영화의전당', '#벡스코', '#부산시립미술관', '#치즈케이크', '#카야토스트', '#크로와상', '#인생샷카페', '#혼커', '#부산가죽공방', '#원데이클래스', '#한스베그너', '#어그']",41,nudepinkk,https://www.instagram.com/p/B6IqulFlpj9/
265,레몬드 Lemoned,2019년 12월 17일,['#어글리시스터즈의카페'],21,lemoned_pastry,https://www.instagram.com/p/B6LO3h1BupR/
266,Lohnt Roasters Club,2019년 12월 25일,[],52,keemdanhee,https://www.instagram.com/p/B6DgxNiJ43X/
267,Fourhalf,2019년 12월 19일,"['#포하프', '#fourhalf', '#외부출강']",55,fourhalf_gwon,https://www.instagram.com/p/B6o97ZfBHli/
268,C27,2019년 12월 26일,"['#genic', '#tabijyomap', '#koreatrip', '#카페', '#카페추천', '#카페그램', '#치즈케이크']",82,mayuchannel65,https://www.instagram.com/p/B6mlPnAA8HY/
269,레몬드 Lemoned,2019년 12월 16일,['#어글리시스터즈의카페'],28,lemoned_pastry,https://www.instagram.com/p/B6PU6tbgYKG/
270,레몬드 Lemoned,2019년 12월 24일,['#어글리시스터즈의카페'],27,lemoned_pastry,https://www.instagram.com/p/B6hKfVzgCe-/
271,쿠오레에스프레소 수원,2019년 12월 21일,"['#coffee', '#cheesecake', '#커피', '#치즈케이크', '#santa', '#cafe', '#카페', '#수원']",28,waiohjay,https://www.instagram.com/p/B6ZmDGJA7f9/
272,아늑한집,2019년 12월 19일,"['#온더테이블', '#홈카페', '#복자다방', '#아라비아핀란드', '#브라우니', '#치즈케이크', '#아인슈페너', '#밀크티라떼', '#바닐라라떼', '#딸기타르트는']",56,zeewonee,https://www.instagram.com/p/B6ft7xxFK43/
273,세종시 새롬동,2019년 12월 20일,"['#머랭꽃다발', '#거하플라워', '#마카롱', '#세종시마카롱', '#새롬동카페', '#마카롱맛집', '#예쁜카페', '#두헤브마카롱', '#커피숍', '#새롬동카페', '#마카롱', '#예쁜카페', '#좌식테이블카페', '#세종시마카롱', '#커피맛좋은카페', '#치즈케이크', '#수제디저트', '#수제마카롱', '#머랭쿠키', '#세종시머랭쿠키', '#스콘', '#새롬동마카롱', '#슈', '#에끌레어', '#그래놀라', '#영양간식', '#마들렌', '#티라미수']",16,junghee0383,https://www.instagram.com/p/B6aKpOhFvoA/
